World Name: GOOFINDER
Size: 100x60
Tile Count: 6000
Version: 25
Flags: 64
Weather: Base=0, Current=8

--- TILE LIST ---
Index | X, Y | Fg | Bg | Flags | TileFlags | Type | Extra Data
 5279 |  79,  52 | 57344 | 7624 | 0x0000 | 0x0000 |   0 | None
 5280 |  80,  52 | 57344 | 1238 | 0x0000 | 0x0000 |   0 | None
 5281 |  81,  52 | 8192 | 7624 | 0x0000 | 0x0000 |   0 | None
 5282 |  82,  52 | 57344 | 8262 | 0x0000 | 0x0000 |   0 | None
 5283 |  83,  52 | 57344 | 3798 | 0x0000 | 0x0000 |   0 | None
 5284 |  84,  52 | 8225 |   44 | 0x0B34 | 0x0B34 |   0 | None
 5285 |  85,  52 |    1 |    0 | 0x0370 | 0x0370 |   0 | None
 5286 |  86,  52 | 8262 | 8264 | 0xE000 | 0xE000 |   0 | None
 5287 |  87,  52 |   60 | 8264 | 0x2800 | 0x2800 |   0 | None
 5288 |  88,  52 | 5820 | 7622 | 0x2801 | 0x2801 |  65 | {}
 5289 |  89,  52 |   60 | 8264 | 0x2800 | 0x2800 |   0 | None
 5290 |  90,  52 | 8262 | 8264 | 0xE000 | 0xE000 |   0 | None
 5291 |  91,  52 | 3798 | 7622 | 0x2021 | 0x2021 |  44 | {Unknown1:0 OwnerUID:187980217 AccessUIDs:[57710572]}
 5292 |  92,  52 | 8262 | 8264 | 0xE000 | 0xE000 |   0 | None
 5293 |  93,  52 | 7624 | 8264 | 0xE000 | 0xE000 |   0 | None
 5294 |  94,  52 | 8262 | 8264 | 0xE000 | 0xE000 |   0 | None
 5295 |  95,  52 | 7624 | 8264 | 0xE000 | 0xE000 |   0 | None
 5296 |  96,  52 | 8262 | 8264 | 0xE000 | 0xE000 |   0 | None
 5297 |  97,  52 | 8268 |    0 | 0xE000 | 0xE000 |   0 | None
 5298 |  98,  52 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 5299 |  99,  52 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 5300 |   0,  53 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 5301 |   1,  53 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 5302 |   2,  53 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 5303 |   3,  53 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 5304 |   4,  53 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 5305 |   5,  53 | 10152 |    0 | 0x0000 | 0x0000 |   0 | None
 5306 |   6,  53 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 5307 |   7,  53 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 5308 |   8,  53 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 5309 |   9,  53 |  226 |    0 | 0x0000 | 0x0000 |   0 | None
 5310 |  10,  53 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 5311 |  11,  53 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 5312 |  12,  53 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 5313 |  13,  53 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 5314 |  14,  53 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 5315 |  15,  53 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 5316 |  16,  53 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 5317 |  17,  53 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 5318 |  18,  53 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 5319 |  19,  53 | 1256 |    0 | 0x0020 | 0x0020 |   0 | None
 5320 |  20,  53 | 1256 |    0 | 0x0020 | 0x0020 |   0 | None
 5321 |  21,  53 | 8268 |    0 | 0xE000 | 0xE000 |   0 | None
 5322 |  22,  53 | 7624 | 8264 | 0xE000 | 0xE000 |   0 | None
 5323 |  23,  53 | 8262 | 8264 | 0xE000 | 0xE000 |   0 | None
 5324 |  24,  53 | 7624 | 8264 | 0xE000 | 0xE000 |   0 | None
 5325 |  25,  53 | 8262 | 8264 | 0xE000 | 0xE000 |   0 | None
 5326 |  26,  53 | 7624 | 8264 | 0xE000 | 0xE000 |   0 | None
 5327 |  27,  53 | 8262 | 8264 | 0xE000 | 0xE000 |   0 | None
 5328 |  28,  53 | 8262 | 8264 | 0xE000 | 0xE000 |   0 | None
 5329 |  29,  53 | 8262 | 8264 | 0xE000 | 0xE000 |   0 | None
 5330 |  30,  53 | 8262 | 8264 | 0xE000 | 0xE000 |   0 | None
 5331 |  31,  53 | 8262 | 8264 | 0xE000 | 0xE000 |   0 | None
 5332 |  32,  53 | 8262 | 8264 | 0xE000 | 0xE000 |   0 | None
 5333 |  33,  53 | 8262 | 8264 | 0xE000 | 0xE000 |   0 | None
 5334 |  34,  53 | 8262 | 8264 | 0xE000 | 0xE000 |   0 | None
 5335 |  35,  53 | 8262 | 8264 | 0xE000 | 0xE000 |   0 | None
 5336 |  36,  53 | 7624 | 8264 | 0xE000 | 0xE000 |   0 | None
 5337 |  37,  53 | 8262 | 8264 | 0xE000 | 0xE000 |   0 | None
 5338 |  38,  53 | 7624 | 8264 | 0xE000 | 0xE000 |   0 | None
 5339 |  39,  53 | 8262 | 8264 | 0xE000 | 0xE000 |   0 | None
 5340 |  40,  53 | 7624 | 8264 | 0xE000 | 0xE000 |   0 | None
 5341 |  41,  53 | 8268 |    0 | 0xE000 | 0xE000 |   0 | None
 5342 |  42,  53 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 5343 |  43,  53 | 1256 |    0 | 0x0000 | 0x0000 |   0 | None
 5344 |  44,  53 | 1256 |    0 | 0x0020 | 0x0020 |   0 | None
 5345 |  45,  53 | 1426 |    0 | 0x0001 | 0x0001 |   2 | {Text:(ghost)`5 BOSS `3QUEST `940WL `2GO `5GOOFINDER (ghost) OwnerUID:4294967295}
 5346 |  46,  53 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 5347 |  47,  53 |    0 |    0 | 0x0020 | 0x0020 |   0 | None
 5348 |  48,  53 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 5349 |  49,  53 | 8268 |    0 | 0xE000 | 0xE000 |   0 | None
 5350 |  50,  53 | 7624 | 8264 | 0xE000 | 0xE000 |   0 | None
 5351 |  51,  53 | 7624 | 8264 | 0xE000 | 0xE000 |   0 | None
 5352 |  52,  53 | 1238 | 8264 | 0x2000 | 0x2000 |   0 | None
 5353 |  53,  53 | 7624 | 8264 | 0xE000 | 0xE000 |   0 | None
 5354 |  54,  53 | 8262 | 8264 | 0xE800 | 0xE800 |   0 | None
 5355 |  55,  53 | 8262 | 8264 | 0xE800 | 0xE800 |   0 | None
 5356 |  56,  53 | 8262 | 8264 | 0xE800 | 0xE800 |   0 | None
 5357 |  57,  53 | 8262 | 8264 | 0xE000 | 0xE000 |   0 | None
 5358 |  58,  53 | 8262 | 8264 | 0xE000 | 0xE000 |   0 | None
 5359 |  59,  53 | 8262 | 8264 | 0xE000 | 0xE000 |   0 | None
 5360 |  60,  53 | 8262 | 8264 | 0xE000 | 0xE000 |   0 | None
 5361 |  61,  53 | 8262 | 8264 | 0xE000 | 0xE000 |   0 | None
 5362 |  62,  53 | 8262 | 8264 | 0xE000 | 0xE000 |   0 | None
 5363 |  63,  53 | 8262 | 8264 | 0xE000 | 0xE000 |   0 | None
 5364 |  64,  53 | 8262 | 8264 | 0xE000 | 0xE000 |   0 | None
 5365 |  65,  53 | 8262 | 8264 | 0xE800 | 0xE800 |   0 | None
 5366 |  66,  53 | 8262 | 8264 | 0xE000 | 0xE000 |   0 | None
 5367 |  67,  53 | 7624 |    0 | 0xE000 | 0xE000 |   0 | None
 5368 |  68,  53 | 1238 | 8264 | 0x2000 | 0x2000 |   0 | None
 5369 |  69,  53 | 7624 |    0 | 0xE000 | 0xE000 |   0 | None
 5370 |  70,  53 | 7624 | 8264 | 0xE000 | 0xE000 |   0 | None
 5371 |  71,  53 | 8268 |    0 | 0xE000 | 0xE000 |   0 | None
 5372 |  72,  53 |    0 |    0 | 0x0010 | 0x0010 |   0 | None
 5373 |  73,  53 |    0 |    0 | 0x0010 | 0x0010 |   0 | None
 5374 |  74,  53 |    0 |    0 | 0x0010 | 0x0010 |   0 | None
 5375 |  75,  53 |    0 |    0 | 0x0010 | 0x0010 |   0 | None
 5376 |  76,  53 |    0 |    0 | 0x0010 | 0x0010 |   0 | None
 5377 |  77,  53 |    0 |    0 | 0x0018 | 0x0018 |   0 | None
 5378 |  78,  53 | 8268 |    0 | 0xE000 | 0xE000 |   0 | None
 5379 |  79,  53 | 7624 | 8264 | 0xE000 | 0xE000 |   0 | None
 5380 |  80,  53 | 8262 | 8264 | 0xE000 | 0xE000 |   0 | None
 5381 |  81,  53 | 7624 | 8264 | 0xE000 | 0xE000 |   0 | None
 5382 |  82,  53 | 3116 | 8264 | 0x2001 | 0x2001 |   1 | {Text:`4HELPER `2MASUK `5AJA Flags:0}
 5383 |  83,  53 | 3798 | 8264 | 0x2001 | 0x2001 |  44 | {Unknown1:0 OwnerUID:187980217 AccessUIDs:[57710572 145774516 159545669]}
 5384 |  84,  53 | 9268 | 8264 | 0x2041 | 0x2041 |  24 | {ItemID:2 Price:15}
 5385 |  85,  53 | 11336 | 7622 | 0x2021 | 0x2021 |   1 | {Text:BUY SET HERE Flags:0}
 5386 |  86,  53 | 3796 | 8264 | 0xE020 | 0xE020 |   0 | None
 5387 |  87,  53 | 9026 | 8264 | 0x2800 | 0x2800 |   0 | None
 5388 |  88,  53 | 4482 | 7622 | 0x2801 | 0x2801 |   2 | {Text: OwnerUID:4294967295}
 5389 |  89,  53 | 9026 | 8264 | 0x2800 | 0x2800 |   0 | None
 5390 |  90,  53 | 3796 | 8264 | 0xE000 | 0xE000 |   0 | None
 5391 |  91,  53 | 11336 | 7622 | 0x2001 | 0x2001 |   1 | {Text:BUY SET HERE Flags:0}
 5392 |  92,  53 | 9268 | 8264 | 0x2001 | 0x2001 |  24 | {ItemID:0 Price:0}
 5393 |  93,  53 | 3798 | 8264 | 0x2021 | 0x2021 |  44 | {Unknown1:0 OwnerUID:187980217 AccessUIDs:[]}
 5394 |  94,  53 | 3116 | 8264 | 0x2001 | 0x2001 |   1 | {Text:`4HELPER `2MASUK `5AJA Flags:0}
 5395 |  95,  53 | 7624 | 8264 | 0xE000 | 0xE000 |   0 | None
 5396 |  96,  53 | 8262 | 8264 | 0xE000 | 0xE000 |   0 | None
 5397 |  97,  53 | 7624 | 8264 | 0xE000 | 0xE000 |   0 | None
 5398 |  98,  53 | 8268 |    0 | 0xE000 | 0xE000 |   0 | None
 5399 |  99,  53 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 5400 |   0,  54 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 5401 |   1,  54 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 5402 |   2,  54 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 5403 |   3,  54 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 5404 |   4,  54 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 5405 |   5,  54 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 5406 |   6,  54 |    0 |    0 | 0x0020 | 0x0020 |   0 | None
 5407 |   7,  54 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 5408 |   8,  54 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 5409 |   9,  54 | 1276 |    0 | 0x0040 | 0x0040 |   0 | None
 5410 |  10,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5411 |  11,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5412 |  12,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5413 |  13,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5414 |  14,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5415 |  15,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5416 |  16,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5417 |  17,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5418 |  18,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5419 |  19,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5420 |  20,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5421 |  21,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5422 |  22,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5423 |  23,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5424 |  24,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5425 |  25,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5426 |  26,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5427 |  27,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5428 |  28,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5429 |  29,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5430 |  30,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5431 |  31,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5432 |  32,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5433 |  33,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5434 |  34,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5435 |  35,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5436 |  36,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5437 |  37,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5438 |  38,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5439 |  39,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5440 |  40,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5441 |  41,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5442 |  42,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5443 |  43,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5444 |  44,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5445 |  45,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5446 |  46,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5447 |  47,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5448 |  48,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5449 |  49,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5450 |  50,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5451 |  51,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5452 |  52,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5453 |  53,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5454 |  54,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5455 |  55,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5456 |  56,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5457 |  57,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5458 |  58,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5459 |  59,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5460 |  60,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5461 |  61,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5462 |  62,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5463 |  63,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5464 |  64,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5465 |  65,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5466 |  66,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5467 |  67,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5468 |  68,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5469 |  69,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5470 |  70,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5471 |  71,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5472 |  72,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5473 |  73,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5474 |  74,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5475 |  75,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5476 |  76,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5477 |  77,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5478 |  78,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5479 |  79,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5480 |  80,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5481 |  81,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5482 |  82,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5483 |  83,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5484 |  84,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5485 |  85,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5486 |  86,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5487 |  87,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5488 |  88,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5489 |  89,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5490 |  90,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5491 |  91,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5492 |  92,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5493 |  93,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5494 |  94,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5495 |  95,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5496 |  96,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5497 |  97,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5498 |  98,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5499 |  99,  54 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5500 |   0,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5501 |   1,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5502 |   2,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5503 |   3,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5504 |   4,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5505 |   5,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5506 |   6,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5507 |   7,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5508 |   8,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5509 |   9,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5510 |  10,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5511 |  11,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5512 |  12,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5513 |  13,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5514 |  14,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5515 |  15,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5516 |  16,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5517 |  17,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5518 |  18,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5519 |  19,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5520 |  20,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5521 |  21,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5522 |  22,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5523 |  23,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5524 |  24,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5525 |  25,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5526 |  26,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5527 |  27,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5528 |  28,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5529 |  29,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5530 |  30,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5531 |  31,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5532 |  32,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5533 |  33,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5534 |  34,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5535 |  35,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5536 |  36,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5537 |  37,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5538 |  38,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5539 |  39,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5540 |  40,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5541 |  41,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5542 |  42,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5543 |  43,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5544 |  44,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5545 |  45,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5546 |  46,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5547 |  47,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5548 |  48,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5549 |  49,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5550 |  50,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5551 |  51,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5552 |  52,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5553 |  53,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5554 |  54,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5555 |  55,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5556 |  56,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5557 |  57,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5558 |  58,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5559 |  59,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5560 |  60,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5561 |  61,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5562 |  62,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5563 |  63,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5564 |  64,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5565 |  65,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5566 |  66,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5567 |  67,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5568 |  68,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5569 |  69,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5570 |  70,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5571 |  71,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5572 |  72,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5573 |  73,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5574 |  74,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5575 |  75,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5576 |  76,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5577 |  77,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5578 |  78,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5579 |  79,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5580 |  80,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5581 |  81,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5582 |  82,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5583 |  83,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5584 |  84,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5585 |  85,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5586 |  86,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5587 |  87,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5588 |  88,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5589 |  89,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5590 |  90,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5591 |  91,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5592 |  92,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5593 |  93,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5594 |  94,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5595 |  95,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5596 |  96,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5597 |  97,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5598 |  98,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5599 |  99,  55 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5600 |   0,  56 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5601 |   1,  56 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5602 |   2,  56 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5603 |   3,  56 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5604 |   4,  56 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5605 |   5,  56 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5606 |   6,  56 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5607 |   7,  56 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5608 |   8,  56 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5609 |   9,  56 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5610 |  10,  56 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5611 |  11,  56 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5612 |  12,  56 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5613 |  13,  56 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
 5614 |  14,  56 |    8 |    0 | 0x0000 | 0x0000 |   0 | None
